Control,Plate_ID,Compound/Gene Accession,BNIP3L ,NDRG1,ALDOC,LOXL2,BNIP3,ACSL5,PPIB,BNIP3L ,NDRG1,ALDOC,LOXL2,BNIP3,ACSL5,PPIB,BNIP3L ,NDRG1,ALDOC,LOXL2,BNIP3,ACSL5,PPIB
FALSE,1,LHFP,0.123355131816141,0.106025785503602,0.038571770824685,0.042671186081414,0.440128128927077,0.559756519600737,754.5,0.095062918651795,0.096931783369720,0.011462370269941,0.014950917743402,0.272605066854688,0.421491289382728,1455,0.058207434277918,0.035819959555642,0.006089393124459,0.007611741405574,0.293455018659597,0.250560617091716,2003
FALSE,1,DNAH5,0.085552604089837,0.136462747466390,0.022226457789230,0.023132735374927,0.238464289736636,0.106193076104096,8343,0.109104318540689,0.140455237806849,0.019340865616934,0.009007540236919,0.251821189826938,0.080346479039704,8800,0.118720336789302,0.072485623956018,0.016111201083210,0.016081639246360,0.251985097308767,0.084044302164339,5297
FALSE,1,LGALS8,0.076825429529037,0.132605595117938,0.009863226083152,0.015955764981974,0.315028840621969,0.273792754172631,9732,0.079758326989654,0.113923578718918,0.006068568357908,0.012294761867970,0.341376673276370,0.271647246592480,9976.5,0.093088113227559,0.101021345707468,0.005422255227094,0.013573833555074,0.337380726244212,0.259685995305652,5356
FALSE,1,DNCL2A,0.073181627606577,0.118022359641376,0.013841944254499,0.009870037920414,0.204060420908280,0.154112952158229,13264,0.062837582272311,0.126767590681090,0.013739951265714,0.003785025768606,0.160509710642690,0.142338509696657,11586.5,0.078398959513233,0.071011823510467,0.009412641035783,0.012033882843217,0.131955695533292,0.129155732693533,3113
FALSE,1,LGALS4,0.180084544390608,0.095808843473644,0.028414055125674,0.015914448108937,0.287297668492923,0.143681049728463,2334,0.155929215789796,0.098315663632169,0.020136079796385,0.004729470699507,0.363810950627202,0.170189286535278,2735,0.127000514402011,0.084167793742842,0.007488237877477,-0.002096706605694,0.369469656874717,0.135986399854983,1030.5
FALSE,1,DNCL2B,0.080210127738518,0.117589604742876,0.023499597675534,0.026156472266530,0.248371966075526,0.269535346438287,4731.5,0.073150913784442,0.134323365436681,0.019430711473992,0.020299378575183,0.253102161694168,0.194581430666614,4627,0.102481886630376,0.094528746869704,0.013861186440029,0.018860302861023,0.241434599877549,0.189057493739408,1840
FALSE,1,LGALS2,0.252672077557890,0.065030467135600,0.015714402857946,0.043457114076296,0.380792962093540,0.249606798975723,5265,0.180607494342142,0.099362137528459,0.011019485177028,0.029556500496013,0.315642880494541,0.136949788238238,5265,0.250066775917416,0.052449729725575,0.003891431560285,0.025040516127049,0.271215860484180,0.191695302513148,1275
FALSE,1,DNCLI2,0.106273572235490,0.060191922425816,0.008680496824613,0.006251386602088,0.192399818507681,0.268380957379912,5773,0.123928475691244,0.078724860856577,0.004386848697035,0.004005383592945,0.248524515314646,0.317522016016927,3572.5,0.061196520620572,0.044428268695564,0.002532968568732,0.006129783936332,0.177865052896381,0.182779011919721,2981
FALSE,1,LGALS12,0.099827309765775,0.168121659940605,0.015490444618827,0.022050339404997,0.250899738207671,0.217678092830186,4031,0.083912195544738,0.107536011505032,0.008175545650802,0.017003128684798,0.255523419128911,0.194081434943433,6769,0.090700599357311,0.104872568006891,0.010180679519698,0.013767055259592,0.237452780842960,0.147272784415634,2916.5
FALSE,1,DRG1,0.098162705975493,0.061459220975893,0.022194138585696,0.011259558679565,0.313547167168460,0.114373411850317,11632,0.083437761895607,0.056906489024807,0.018413294748225,0.007056189593298,0.198514133891449,0.077403039748196,14679,0.070974257423385,0.046220292981442,0.007300485606901,0.009669517360134,0.201706132132399,0.077211096120672,7114
FALSE,1,LEF1,0.200226030834893,0.109218590040457,0.027389182022529,0.021061169950305,0.580148282346697,0.344659283475744,3066.5,0.133518676603631,0.085477921002325,0.023457738320638,0.019216302240523,0.425009207211558,0.237563700446460,4153,0.103297702451256,0.039078464718964,0.008556684148396,0.008115617955180,0.310863452978844,0.183748176093908,3497.5
FALSE,1,DRG2,0.106654374275491,0.163402849862253,0.016406333025782,0.020078604025111,0.323952424415674,0.263637354692873,7407,0.090989197529162,0.157966420024683,0.009780158370444,0.010420927367128,0.291111472598861,0.211217696117547,5602,0.082817499403425,0.055577120271748,0.010457606849312,0.009276909301809,0.309722267371769,0.221212119078598,4884
FALSE,1,LBP,0.192141910485190,0.297119059603813,0.037943547874201,0.052593973303406,0.690994166286839,0.296697464627433,1901.5,0.194395584063765,0.237441724518734,0.021424791367998,0.048942872024143,0.571491567912433,0.249333466516568,2243.5,0.161633512133850,0.111969583824566,0.006449860819387,0.020252562972877,0.541143322746609,0.210007468279256,1543
FALSE,1,ARID3B,0.112099086313270,0.435064780810457,0.008409140648424,0.021216558112961,0.194116693884211,0.160548498287658,8236,0.133805400336306,0.341265497976260,0.008242944463585,0.009971303786595,0.178647777936593,0.191088166470345,12129,0.176755281426203,0.175801666769191,0.005946067861370,0.019549100468750,0.206513668222967,0.157234228447365,6753
FALSE,1,LAG3,0.270006596161948,0.309446696803170,0.024712468123297,0.034031648021645,0.455641331458499,0.282903675485555,2639,0.248426260953179,0.177474358548425,0.020623352965649,0.018163687015617,0.518611105310482,0.229789561254863,1884.5,0.185727491501296,0.172207746897017,0.008787833992782,0.020110620098867,0.553718039949043,0.218174878551568,2464
FALSE,1,DRPLA,0.074564842985979,0.107078582660097,0.017947584300114,0.026878024797271,0.334327947155736,0.244850135572562,2442,0.112205605984555,0.071256343594316,0.001272434707041,0.008675691184373,0.300988646156508,0.173745175452373,1741,0.088853334427468,0.045428772489232,0.006430175517777,0.012359298397806,0.295454038725923,0.213364914908065,2204
FALSE,1,DSC1,0.128781369696869,0.080189284020920,0.024096661478226,0.019729260264678,0.173025042860199,0.117710957055572,10120,0.080492791436697,0.058866997050703,0.014823042264573,0.019016784339426,0.212044875784739,0.134083790393230,8979,0.094420048253124,0.037953692039284,0.008246053953859,0.014608075712962,0.152633912589637,0.098024283756135,6472.5
FALSE,1,DAAM2,0.069588483955482,0.091826542958647,0.015521257508332,0.004205564899918,0.243287391080883,0.149978310855359,6725,0.049263005379587,0.087620459949953,0.004888695190341,-0.000644663102023,0.158372235396972,0.169680700644958,7019.5,0.092917134133661,0.042662341742304,0.006146269573044,0.000361545269003,0.205086553841710,0.195957535799395,2679
FALSE,1,D1S155E,0.094255683057028,0.082729428987038,0.012242750944611,0.014901058189582,0.447602866384620,0.063996670120135,22780,0.108618135525585,0.061248913467534,0.007589262458763,0.013675952819986,0.317119114552070,0.074020776296626,18399,0.089042885257300,0.060778016657900,0.009535611789002,0.017926950163324,0.348621967005906,0.073496549899231,17632
FALSE,1,NCKIPSD,0.064486113109148,0.152736044921496,0.013336277008956,0.019976974614238,0.198781873771347,0.173261837519642,2757,0.069799115794003,0.156877086610921,0.012430830951737,0.023121345570231,0.227732823035821,0.163838351943893,2550.5,0.067724962472657,0.143049983078156,0.018831255151375,0.013848994819845,0.276684338580624,0.158418989524569,4772
FALSE,1,CYR61,0.054685439982180,0.844029917641799,0.023771285334547,0.012700986270536,0.623106252295900,0.127905592297673,6928,0.063478492472367,0.577622436100974,0.020593357089698,0.013215839987976,0.611219330528239,0.148532241792573,5544,0.058433034714665,0.289504883654208,0.020698922440858,0.009754396370100,0.414398494593859,0.133761244003379,6496
FALSE,1,AGC1,0.132796675613033,0.200536222493115,0.006417430757060,0.017248967325856,0.325896827546380,0.278937532641541,5794,0.149753400472228,0.236657938262542,0.013411916105818,0.022925019390177,0.382161632759380,0.248393364855133,4344,0.099544547434203,0.122869693732773,0.013420930331792,0.014999863312003,0.289411238304560,0.147235500404663,4590.5
FALSE,1,CYBA,0.058973653942890,0.892405865044973,0.019910157599673,0.044244794665939,0.408915049649416,0.470915979016817,2583,0.057459417947576,0.646127665382150,0.020006113131545,0.037860405955336,0.374300418937851,0.489858985194766,2684,0.045269805930212,0.220916652939435,0.012428619446295,0.020165640823458,0.315612856071633,0.389978800904264,4463
FALSE,1,AIF1,0.108459416244856,0.201236897507621,0.026019746869727,0.029524089882485,0.328356940295413,0.316792608353312,2544.5,0.116140604552723,0.231221532056607,0.023100959664684,0.022253218025613,0.382543414630775,0.216386053372865,1691,0.139636906125229,0.120193792614121,0.011047223585857,0.012814779359594,0.393943993071650,0.262261087928238,845
FALSE,1,CUGBP2,0.155536644728671,0.250584108602350,0.031585003379561,0.040992265188597,0.326573337412127,0.231964554140942,3871,0.169127700400783,0.196045553880268,0.018928536236716,0.043879788548750,0.288229983604532,0.207353510593111,3255.5,0.104665855609192,0.096292587160457,0.023597392900982,0.027784027125349,0.265565820913869,0.223414026336712,1619
FALSE,1,AIM2,0.239725927095482,0.070188525732742,0.014590567090431,0.018601933826119,0.297693294068717,0.081703018849691,8437,0.152157400459300,0.071726371841226,0.017284961314026,0.016414495636342,0.318540697136763,0.064886998659417,6817,0.175668694872818,0.062240545097815,0.014540861917967,0.015577811552312,0.282969414990330,0.066364776598049,6514
FALSE,1,CTNNBIP1,0.119626367739729,0.260002722785475,0.009418221904028,0.027836078071904,0.317379128607154,0.183730074921429,4597,0.111469979141754,0.242862479711335,0.005821862830116,0.029643430006552,0.239417432440303,0.198504157872702,4556,0.096311589068981,0.132308372925452,0.004234915747820,0.017769182570750,0.273108406809162,0.141236623136062,7182.5
FALSE,1,AKAP2,0.092379004137416,0.086279524117104,0.009538548542402,0.012350365573043,0.163993820971643,0.213503430072683,9062,0.065204380588877,0.093652397153768,0.011684531055549,0.017791019647393,0.268215768149474,0.239885184057504,5964,0.093730973949863,0.065929413879988,0.012709284603371,0.008737633164818,0.357845794613671,0.321306601378979,469
FALSE,1,CTGF,0.153792246911729,0.215552093312365,0.019275976904546,0.019979246377017,0.324367060780152,0.228658478935688,6007,0.112942299484872,0.201806716672703,0.015395150816832,0.020237443373103,0.380537404680697,0.230793681768170,5706,0.193508995353782,0.204759518339467,0.028126307464213,0.022501045971370,0.334703058824130,0.288013388433537,349
FALSE,1,PDLIM3,0.147852967729591,0.225220931986442,0.019603369321837,0.022304277983957,0.420644742603691,0.238986853554666,1615,0.153424705248136,0.209080583814570,0.020221635879138,0.030332453818707,0.425025392652334,0.215295490254489,1487,0.128795973479866,0.107042019422596,0.008167549537748,0.010209436922185,0.425576451394753,0.216911267531336,2229
FALSE,1,CSTF3,0.184441521089518,0.081254750778567,0.015130194972561,0.023207361637351,0.463722118712023,0.159089265911996,11956,0.148307361632389,0.115322929346651,0.011070246856334,0.017538891952966,0.413823554971963,0.126940087887540,9738.5,0.156590601791336,0.069992247542182,0.010755930094563,0.015215705987431,0.337657503041764,0.116610022610569,7945
FALSE,1,ALS2CR19,0.138973168328704,0.151768242807994,0.012355243794064,0.018406247766562,0.424569893268520,0.194298537249050,15750,0.075943743675705,0.096932653517728,0.013428388554842,0.015369298497223,0.293619050585714,0.136281217291455,15927,0.073467140624186,0.052334771510176,0.011007207912428,0.010658064422718,0.276870787339823,0.108969520735724,12430
FALSE,1,CSPG2,0.138485041416064,0.108736571359863,0.019240982926259,0.023221091687601,0.293208926578404,0.189703355304876,7662,0.147125201292425,0.110835397672269,0.017740139819414,0.026089801455409,0.314141563268938,0.199813647848650,7706,0.119833963436858,0.041541212536528,0.013171603974997,0.019365942207993,0.248303156752429,0.148572008473214,8775
FALSE,1,ANKRD1,0.089767960139157,0.266551295907571,0.039940562990576,0.029548152085855,0.321771511687790,0.172794896988764,3457.5,0.075288014471890,0.222324010947123,0.042280951173618,0.017650302730496,0.293523537215903,0.155212972881452,4215,0.063021286703424,0.101441492814186,0.040698083943416,0.007820713892112,0.313056343467732,0.145480464245495,2679
FALSE,1,CRHBP,0.089628412989820,0.103759983121995,0.021197355198261,0.015972956543336,0.402535634067994,0.085089181371607,3805,0.084583059031783,0.145949074743276,0.015259588956481,0.011514904549983,0.354762038960644,0.111591595313653,2722,0.069426935193079,0.053835681583009,0.011372443809699,0.004310523056902,0.356626998016234,0.074241881160895,3605
FALSE,1,ANKRD5,0.060701924477532,0.052074675532873,0.007243026166225,0.013659810829043,0.191451959789309,0.142038425721953,21396,0.050219797047211,0.055289750505082,0.008657081818386,0.012887494596136,0.170361339310176,0.105967478832358,20569.5,0.057729490138437,0.031843416550563,0.006581445558780,0.011801212726088,0.210010523584693,0.108239247972092,14744
FALSE,1,ANXA10,0.122211182568799,0.098606008949346,0.023806068714087,0.029364166332284,0.279177216509219,0.366667030222170,4649,0.108186105018251,0.080625845862764,0.022906443464758,0.024296544255496,0.276630057356724,0.304039218600175,6276.5,0.073485224685068,0.068404941381622,0.009516587033217,0.008514841029721,0.244748014639996,0.203783758425584,4809
FALSE,1,LAF4,0.102686283261583,0.099735163254375,0.005426252916480,0.009551474431933,0.402812014747385,0.165294452876881,5844.5,0.082724010915444,0.068425658937032,0.002792884038246,0.011019748976993,0.439636376542189,0.151331814463666,7904,0.082572906908699,0.046943977255598,0.000942920633541,0.008755691597170,0.287388738808660,0.132076240169623,3019.5
FALSE,1,L1CAM,0.151205918686094,0.279959952390415,0.008359403680803,0.017135176127316,0.176540356661248,0.211227077681591,4109.5,0.117673088627303,0.133669274112577,0.003362088246494,0.008352687987384,0.179924253816300,0.247008420859633,6185,0.120313342610161,0.077694509647941,0.003771578138250,0.007623975808033,0.183568095957375,0.213579082000303,5471.5
FALSE,1,DSC2,0.104491223975140,0.131110707605341,0.011188958778628,0.022097584167378,0.419525012157276,0.176256571784032,16167,0.125933073596520,0.129278241977201,0.012106323663417,0.010376848854357,0.434507789528723,0.126968482857207,17314,0.114867530978630,0.129603314213087,0.010160999421437,0.013926637798141,0.408805171209775,0.126724623718499,11821
FALSE,1,KPTN,0.163787586026766,0.162027862654185,0.012238076182042,0.022423141762740,0.425319806657817,0.276383219396623,6116,0.131822079648095,0.105954281778835,0.009386627074921,0.016044583488528,0.313878986170986,0.242606108497456,7342,0.129415851971463,0.080088336382933,0.021034268424832,0.010660876365661,0.434700228438022,0.199849507061448,7750
FALSE,1,DSC3,0.051691986192929,0.067672237367231,0.027684097104776,0.007052317419645,0.267012741452300,0.347589219204413,2186,0.037776097857153,0.050935070333460,0.007340379204470,0.006176660550103,0.205083033627339,0.251318470933546,3764,0.049623934587240,0.139896646397633,0.016965942630177,0.005964136829038,0.348178201485501,0.369429057954015,3444.5
FALSE,1,KLF16,0.080559671013246,0.016500173581026,0.008735386013485,0.031752434874412,0.196476856842977,0.194397003030242,1010,0.110203509960676,0.012291929957152,-0.001483508787932,0.021616842338440,0.108931930999591,0.121859650437286,654,0.067682187240294,0.013536437448059,0.001692054681007,0.007009940821316,0.213319750855568,0.127145823172837,1318
FALSE,1,DSG1,0.084169664020484,0.056153224523817,0.011047719698428,0.008111288754619,0.195056035808407,0.202060145682574,8037,0.065138579397748,0.044152682055454,0.008558954210190,0.001357911004501,0.188708480807372,0.227738134982207,7939,0.096253836871250,0.028636137194714,0.004138170114843,0.005545147953890,0.213115760914419,0.253918118246772,1911
FALSE,1,KLF15,0.093379434797504,0.129828656558612,0.009372657024285,0.032550623682630,0.269510619219677,0.155436571334364,5339,0.078316276517368,0.113378464936288,0.005060964199918,0.023417681806398,0.176812075543729,0.138940623098583,7942,0.081853541678681,0.102935892926810,0.002400837152812,0.019206697222495,0.322837570892174,0.172785248841431,2372.5
FALSE,1,DSG2,0.139828209734073,0.068799476477183,0.015220442840762,0.017080719187967,0.396623216571700,0.047152624436988,8022,0.229813886329135,0.056748647445648,0.015168145162695,0.009546039183913,0.413711159312503,0.045685793745465,8122,0.220951748723300,0.061739539996673,0.011416335058556,0.011804490450547,0.471015151845919,0.076626440913030,5576
FALSE,1,KLF14,0.166567665119040,0.448143780936611,0.020532430521441,0.025470949757971,0.300122402733017,0.348756081301450,6164,0.211859686105704,0.456730677261789,0.016571203170644,0.019193228988784,0.281553132351862,0.315718128762225,6136,0.134094200256428,0.177452423238604,0.014694352165692,0.011103131569144,0.275502629617751,0.368544895348501,4953
FALSE,1,DSG3,0.090993544302778,0.097468145990175,0.037419389163926,0.007839346160721,0.209789789969084,0.239020712293066,5632,0.088857129180775,0.088738070946054,0.025081601448080,0.002619281163882,0.161125477656967,0.176047443075444,4590,0.114108838009278,0.086890216098808,0.035593582498307,0.011515570808276,0.155983640948463,0.202045924181566,286
FALSE,1,CIB3,0.163767689100765,0.120944494224582,0.031419191892852,0.020558236670631,0.330560930013435,0.189756403382507,2366,0.111370001094583,0.057883618659352,0.010953115685541,0.012472160926601,0.448358195361392,0.210747539759741,2715.5,0.147989369093194,0.036094968071511,-0.003609496807151,-0.028875974457209,0.439456236270644,0.250860028097000,234
FALSE,1,DTNA,0.054636585597534,0.076023217210911,0.019101037395154,0.018339172655746,0.420440498333212,0.229593381111548,3838,0.073571022699907,0.103416628418953,0.011272332267543,0.006257949586252,0.300782730754581,0.203583936860429,4852.5,0.047856557800817,0.047949663944398,0.006098452404579,0.013593496962878,0.284113397138506,0.149947444237773,3559
FALSE,1,CIB2,0.131587388867354,0.282586794867909,0.025550204368997,0.036905850755217,0.480926969924533,0.248443128368800,2558,0.081231010219896,0.166911068702719,0.022101723628735,0.020235993712024,0.412111035064367,0.173010570353507,2221.5,0.141577859973567,0.169548341610423,0.007809939677823,0.011805722768803,0.398125297064861,0.167459636812866,1636
FALSE,1,HNRPUL1,0.252555817081529,0.335488395603635,0.030956400277837,0.043249785573357,0.322430654745700,0.410331544423509,2675,0.258719499422326,0.745416534217971,0.034394474629086,0.028306956995619,0.429474369041061,0.398504123080800,2543,0.190507328921569,0.377071832047455,0.012141400069246,0.013768598016671,0.345904732900628,0.302408480075237,3225.5
FALSE,1,KIN,0.138701920325057,0.096169504309609,0.019988410101681,0.028872147924650,0.347865268040514,0.206668599422705,6037,0.134447907440645,0.093426667942435,0.014373333529606,0.035011150920566,0.348330742219685,0.200876875899375,6860,0.147982147140617,0.062773921491678,0.010216561048142,0.014903540085692,0.310025231393883,0.186215257042427,4068
FALSE,1,EFEMP1,0.117900069696095,0.183523598076945,0.014640260604134,0.015771874950348,0.254653642696065,0.200851442753336,20442,0.135947520197618,0.237015335125620,0.010735546890307,0.012499553082968,0.300487091689784,0.176865970593032,20225,0.089595298026362,0.147616349459096,0.007826095309532,0.013122202911241,0.231966139637905,0.151934195147113,13770
FALSE,1,KIFC2,0.284497350197621,0.230449856280015,0.052710630110457,0.034058196991660,0.674033999528398,0.618076700172008,2582.5,0.282095286477021,0.202975606610575,0.050479413706577,0.028111290267734,0.754319622184201,0.673235174718398,2024,0.138107408869086,0.101809021826007,0.011424591937862,0.012003052289146,0.495957443682229,0.370214624821842,2755.5
FALSE,1,EFS,0.062011137504841,0.054470203766203,0.025397295704660,0.018235780015764,0.271355046450439,0.102182023521362,11288,0.075006041746704,0.076728377689560,0.019215865715387,0.016818103912588,0.270845769837266,0.099051202360686,6400,0.076903951678905,0.053126106098447,0.011923450155544,0.010243118376867,0.262707213562209,0.079320867250975,10203
FALSE,1,EGR2,0.125079291413785,5.153084145252130,0.027399149370892,0.079240079609150,0.476919161906663,0.599954389795953,6794,0.114430584409342,5.016032692331010,0.027927321581471,0.048166976077178,0.515890084171247,0.511842153272105,9529.5,0.116113735002932,1.082703563191300,0.010956932295324,0.013138402978556,0.394052931598335,0.353348671804395,5670
FALSE,1,CREBL1,0.137282913101783,0.062573268084280,0.022696601017976,0.010954262296870,0.389703791784338,0.244540114440202,2878,0.157718358136005,0.083583461684980,0.019831603952585,0.001245964646236,0.459864784848167,0.338175571065811,2306.5,0.150502022244928,0.044193657399089,0.013745271395780,0.005045732537691,0.361813821107892,0.205831089382369,2538
