Gene Symbol,probe1,probe2,probe3,probe4,probe5,probe6,,probe1,probe2,probe3,probe4,probe5,probe6,,probe1,probe2,probe3,probe4,probe5,probe6
EBAG9,0.601422529,0.521445293,0.140897817,0.02140994,1.915356413,0.134793917,,0.243752196,0.264138297,0.026611222,0.0097715,0.750072468,0.102430122,,0.281727522,0.246789735,0.029775086,0.016577537,0.74585642,0.108648509
CARD4,0.68068869,2.015676143,0.201954781,0.057874504,2.752240701,0.234560973,,0.328545513,0.495793426,0.057387854,0.027478497,1.7075598,0.210040624,,0.388524583,0.705191782,0.082871251,0.028205721,1.894244615,0.158009777
FBXO8,0.454130327,0.402520327,0.148870079,0.03465781,1.850997867,0.166429988,,0.095053197,0.075975794,0.011767979,0.010670607,0.270379591,0.105240345,,0.181940341,0.13756627,0.036126933,0.019359649,0.655972796,0.110398664
ARHGEF12,0.347756628,0.377881093,0.045928307,0.027439563,1.022985484,0.155291719,,0.07527575,0.098673332,0.018615129,0.010207327,0.302361539,0.141512548,,0.122036365,0.094272894,0.029621969,0.012833543,0.287764763,0.123721403
RALGPS2,0.632567805,1.117436227,0.12231504,0.076631644,1.551212455,0.199844088,,0.218410799,0.303369302,0.034449006,0.028260103,0.607077749,0.12502734,,0.32025998,0.428356531,0.053116092,0.040390324,0.826428118,0.170831747
ARHGEF11,0.280594441,0.220200637,0.039162199,0.021631091,0.692871933,0.243888027,,0.141423541,0.11787599,0.023161447,0.013866362,0.36564008,0.198314233,,0.163192496,0.153456877,0.032362766,0.014828851,0.406883533,0.211935931
GAS8,0.324495618,0.451281256,0.113597944,0.022474061,1.00292004,0.161992992,,0.135963717,0.215637612,0.046341804,0.017305561,0.353049899,0.10372865,,0.27813338,0.319679601,0.048397385,0.023286796,0.611343432,0.140957325
GDI1,0.142797675,0.265712034,0.017112227,0.014548217,0.454100899,0.249932641,,0.102197882,0.220641675,0.01249959,0.008713752,0.364084648,0.268106922,,0.092198163,0.193149478,0.011814823,0.010400009,0.228845327,0.202160456
F2,0.323487264,0.417091049,0.035663373,0.034073321,1.324143738,0.131112706,,0.302385289,0.484906752,0.04913336,0.028279525,1.548564855,0.176256403,,0.267128829,0.302482496,0.050517686,0.022952371,1.073724363,0.166928005
EDARADD,0.091285094,0.108213856,0.018958681,0.010683249,0.305098166,0.14147134,,0.108465348,0.102614076,0.011231553,0.00661134,0.274090253,0.153678141,,0.09211576,0.088266942,0.022138701,0.009368834,0.27668845,0.151585865
PRDX3,0.160649536,0.303182864,0.027218849,0.016803107,0.504233987,0.158922678,,0.169279231,0.285983867,0.02308394,0.01494301,0.53003805,0.147135781,,0.15791892,0.282031233,0.026336843,0.021529545,0.520181655,0.177993045
ECGF1,0.174297868,0.269855294,0.064048604,0.015197694,0.545976063,0.087133813,,0.150515869,0.256052262,0.039566349,0.013162654,0.402468002,0.120064304,,0.165483877,0.249369676,0.051549731,0.01841976,0.468679007,0.121665205
PRDX4,0.192587214,0.17897517,0.02868956,0.010859118,0.364991601,0.22241482,,0.144002826,0.176990134,0.018008663,0.007826963,0.298393785,0.251148598,,0.153201506,0.168535427,0.026640105,0.014229859,0.312776573,0.230333389
DVL3,0.253522071,0.409929771,0.041737144,0.016710623,0.69777956,0.158958722,,0.226716703,0.338663254,0.054817556,0.010717887,0.686725105,0.189044549,,0.221854997,0.394708126,0.078329213,0.015348082,0.696781125,0.193358718
PRDX6,0.159304692,0.170195467,0.021369348,0.014482464,0.249694744,0.114967815,,0.129448094,0.143499472,0.009138849,0.011474686,0.239814126,0.115337638,,0.151339273,0.158794659,0.025931558,0.016054439,0.26332222,0.088470586
CXCL6,0.187812969,0.426410412,0.071382035,0.040161037,0.435957676,0.278277509,,0.159197944,0.272281262,0.04914045,0.025501696,0.301069359,0.281160379,,0.221446859,0.305467349,0.071382327,0.024468106,0.356468696,0.238221044
PTGS1,0.16208639,0.19231523,0.057890389,0.014593653,0.526446534,0.21171151,,0.121800504,0.107083199,0.034413797,0.009579247,0.46287658,0.244388146,,0.133601519,0.137012033,0.048886125,0.012065793,0.520814363,0.187993547
CPZ,0.135975938,0.47737937,0.036832342,0.022376611,0.455062804,0.197176369,,0.153042848,0.475179157,0.037926126,0.028333859,0.427522644,0.205009689,,0.131551474,0.442192058,0.038387382,0.025691697,0.402267933,0.210338825
PTGS2,0.242063453,0.438894179,0.048510336,0.042103633,1.06396856,0.163303507,,0.150102361,0.272333611,0.022720841,0.022943974,0.530352569,0.150755822,,0.25776177,0.401843546,0.035428074,0.03387138,0.941368908,0.190518885
CFLAR,0.123365687,0.507015027,0.018645388,0.026603372,0.283053646,0.20208539,,0.110346718,0.637510025,0.01968113,0.018855349,0.288807318,0.185211038,,0.101973671,0.349396992,0.021888541,0.020186471,0.24315769,0.208932275
TXNRD2,0.045727058,0.220289239,0.011792866,0.009974677,0.252722957,0.125714033,,0.057923071,0.164853878,0.011653808,0.00799719,0.228836717,0.107399195,,0.069161913,0.182023475,0.017238399,0.010366238,0.248695029,0.136297451
CASP8,0.450145599,0.918066568,0.073089664,0.028703968,1.986358283,0.224564822,,0.284363873,0.388221279,0.050229193,0.021968769,1.191948488,0.251434998,,0.357391845,0.624104646,0.059957806,0.023744867,1.334422514,0.274423631
D2S448,0.283376053,0.495815137,0.088140124,0.035448354,0.943371916,0.153042725,,0.228163152,0.427239514,0.04438743,0.033767565,0.796475546,0.180222105,,0.227657814,0.401301794,0.052496758,0.03488718,0.800956688,0.176871011
CAPN3,0.188388348,0.458461159,0.026590375,0.023967086,0.356087461,0.274624543,,0.144157207,0.462431522,0.033606815,0.023697672,0.327800847,0.33679463,,0.154192349,0.421611804,0.038998341,0.025636848,0.281969779,0.285792991
DUOX2,0.207198515,1.769451448,0.064882298,0.0183943,0.276324588,0.178330707,,0.205244345,1.655863346,0.051523247,0.018685371,0.274019927,0.204914036,,0.192687797,1.148932833,0.06664896,0.014340853,0.211794459,0.186811051
BMP1,0.157524908,0.232775677,0.035795562,0.016397815,0.456969649,0.0867401,,0.132065005,0.213224724,0.030820005,0.009990549,0.343760449,0.105390054,,0.120379722,0.145075212,0.036026643,0.01149659,0.292087701,0.085259379
MPO,0.272239855,0.156850374,0.046358905,0.029074036,0.63213489,0.068111248,,0.150179984,0.117969715,0.018314246,0.020093148,0.360222401,0.067830541,,0.178578429,0.131554432,0.040406618,0.024145069,0.441782851,0.065915775
SOD3,0.203733567,0.244749388,0.046492974,0.031557233,0.436262803,0.08498017,,0.180160267,0.26182554,0.025305007,0.030302853,0.405328438,0.109547173,,0.132658479,0.216825326,0.030444811,0.024652626,0.244860278,0.100082764
ARHGAP1,0.070575167,0.956710296,0.036915536,0.019951674,0.398021086,0.154696026,,0.083049344,1.099726801,0.046590535,0.018710836,0.497229696,0.225858784,,0.094324992,0.724190955,0.040550322,0.021483299,0.432884339,0.231581491
ANGPTL3,0.101411515,0.120066067,0.019394439,0.007723012,0.329066568,0.113679549,,0.118538998,0.140271993,0.02447499,0.008112326,0.418916269,0.105027926,,0.179585952,0.205531201,0.046080414,0.014954963,0.508961689,0.14421143
GDI2,0.072278931,0.087273854,0.034818976,0.007464031,0.268610913,0.082122578,,0.082790256,0.127739878,0.038704498,0.009996494,0.281713097,0.09111152,,0.154500103,0.170277586,0.049746514,0.017186037,0.471023791,0.122877962
AGT,0.053205454,0.855308615,0.026410401,0.00878404,0.346962594,0.185336721,,0.087711069,0.970561627,0.033747243,0.01415002,0.467980672,0.183612225,,0.157046063,0.820915347,0.07263598,0.017285731,0.783663336,0.273307159
GM2A,0.029851808,0.360748892,0.10746988,-0.002409152,0.767462004,0.109428521,,0.182900376,0.280819091,0.062564167,0.01004719,0.472711715,0.128130426,,0.223354696,0.312370244,0.105776647,0.020017923,0.638915983,0.177996565
MYO6,0.257669976,0.448036439,0.050762749,0.025445645,0.897317264,0.186275031,,0.277806604,0.531587331,0.065307559,0.027362384,0.975288056,0.262176589,,0.426554209,0.672023247,0.130829048,0.036729037,1.404848555,0.186413551
GPS2,0.103467183,0.103484641,0.019742536,0.013105436,0.285389487,0.129651867,,0.161415665,0.120299289,0.023225359,0.014230287,0.410377677,0.134783153,,0.203910837,0.135608165,0.025265908,0.014258436,0.48448281,0.127719916
MYO15A,0.054252744,0.208880455,0.014541192,0.010816657,0.357443628,0.147387762,,0.093641446,0.225109143,0.021837429,0.010188777,0.402388398,0.176969676,,0.124859488,0.223567726,0.039513844,0.013762963,0.611263471,0.172200192
ARHGAP26,0.154787191,0.15349843,0.049569973,0.005817156,0.31214599,0.057403033,,0.115793668,0.164742138,0.03422184,0.004858131,0.2322724,0.042429171,,0.123463168,0.159112862,0.020801826,0.002825168,0.18092923,0.049912533
MYH8,0.102306282,0.148636826,0.027491448,0.016209154,0.256361722,0.068465626,,0.083575854,0.140936526,0.020178199,0.015210588,0.306297656,0.085860706,,0.087947543,0.132481914,0.030600158,0.016254998,0.283378081,0.081733445
GUCA2B,0.161444721,0.143496759,0.016534678,0.011504976,0.254026,0.112898788,,0.12313157,0.133856875,0.009502289,0.012320655,0.2009857,0.096320893,,0.14806382,0.151291218,0.016085447,0.010901389,0.218543213,0.081723743
MYH7,0.25152454,0.259712139,0.04639389,0.040762725,0.773192271,0.100830155,,0.125190984,0.123939645,0.011999249,0.027760674,0.366400096,0.083926734,,0.176301202,0.18747097,0.032124943,0.030143279,0.527661561,0.112560209
KALRN,0.592899462,1.538861899,0.240935579,0.065935594,2.25923867,0.253648668,,0.244074646,0.444979609,0.054178519,0.030116564,0.716122062,0.184227661,,0.406885006,0.765144126,0.12169747,0.040761886,1.281251145,0.216142908
BAF53A,0.191486764,0.628522999,0.025081046,0.015602462,0.605506726,0.267311032,,0.132328871,0.497220817,0.018028376,0.013478216,0.554115638,0.227175353,,0.158434119,0.443849553,0.018101517,0.011294893,0.409078573,0.237406682
I-4,0.364840144,0.431669459,0.110991428,0.021791548,0.920952463,0.216905767,,0.117100324,0.180067176,0.032840518,0.013710172,0.324705258,0.152660485,,0.138079574,0.204174013,0.036475083,0.016553767,0.288141593,0.153700982
OPA1,0.152093982,0.241792703,0.039662891,0.012488985,0.586828976,0.177743472,,0.064330622,0.091679711,0.017626892,0.009940169,0.260037522,0.163209823,,0.074603046,0.144997214,0.018334873,0.011378655,0.265880132,0.158691642
IGBP1,0.261281374,0.877369,0.088085639,0.040966044,1.007501251,0.213106234,,0.086654471,0.44135789,0.020835618,0.021236922,0.282842709,0.16528781,,0.208262992,0.602876348,0.050298029,0.029052173,0.567442222,0.204949072
MYO7A,0.148982166,0.3441126,0.015478066,0.020149658,0.363572662,0.167176567,,0.104095404,0.226595769,0.008618888,0.013678072,0.424153153,0.150080808,,0.133540687,0.27193767,0.012660524,0.018277936,0.383988881,0.178836405
RAPGEFL1,0.533523269,0.633048781,0.121917009,0.060268873,1.352228183,0.136163182,,0.316720785,0.337595307,0.051173046,0.045859783,0.807068938,0.087828097,,0.460307373,0.454708449,0.070222301,0.050708155,1.066978212,0.118158357
MAPKAP1,0.595234368,0.952115417,0.127415011,0.03518893,1.90743926,0.20680739,,0.423910125,0.750340383,0.078978648,0.028676361,1.51273673,0.179549698,,0.383448944,0.739379407,0.08683705,0.025210987,0.941172081,0.202640422
ASMT,0.14206967,0.373324736,0.020540113,0.03181612,0.276994081,0.335900691,,0.143692046,0.280475191,0.025783056,0.022583603,0.254992901,0.244535834,,0.103042743,0.228608585,0.024859412,0.015098527,0.140983753,0.266742101
ARTS-1,0.069494606,0.19828304,0.019422657,0.014997744,0.206677731,0.272495145,,0.101673318,0.186985379,0.014494278,0.008051718,0.214041761,0.286305711,,0.073100071,0.164183785,0.019539584,0.013784934,0.168111515,0.287668359
TPO,0.1723762,0.314940691,0.015722904,0.017001395,0.403165063,0.217953148,,0.118104801,0.226965348,0.018017336,0.00911153,0.272051824,0.193910338,,0.138686953,0.230037802,0.011570748,0.009903318,0.351901941,0.230550857
RHOC,0.075365545,0.229070665,0.031726339,0.018728353,0.326342891,0.155982531,,0.122229755,0.237700538,0.050677997,0.01919116,0.345113891,0.221379321,,0.136025645,0.312612497,0.067931024,0.030524517,0.474039338,0.210211536
ANXA3,0.199786203,0.19410622,0.040374994,0.014637081,1.06191339,0.144606608,,0.254385694,0.263429954,0.031119587,0.013368394,1.646003944,0.169357431,,0.292125723,0.187670037,0.040769932,0.011005289,1.210186568,0.151587819
ADAMTS5,0.214115887,0.160654417,0.048279899,0.0228692,0.633621707,0.125137726,,0.229585844,0.163520194,0.047852874,0.014499282,0.73086436,0.10917179,,0.15152348,0.097326452,0.04045847,0.019238648,0.465275002,0.10797915
CASP9,0.083577213,0.40803858,0.03054743,0.015927897,0.329688498,0.109915128,,0.087003532,0.534276027,0.019993621,0.008732423,0.377365796,0.109205231,,0.066436287,0.300955712,0.028337555,0.015248702,0.248734245,0.123529972
ADAMTS13,0.207753599,0.140242814,0.021858196,0.011009346,0.503756123,0.097847953,,0.290277822,0.205859388,0.053899259,0.013440943,0.792195785,0.114628422,,0.182655061,0.151228037,0.032704681,0.014676454,0.55601829,0.092500098
F10,0.195722121,0.290607878,0.040884068,0.02207868,0.520893647,0.167674495,,0.156220457,0.302252693,0.055464228,0.015447071,0.523386673,0.176177855,,0.232555491,0.279598298,0.045128452,0.026593094,0.489499747,0.18634412
ADAMTS1,0.113108775,0.295965209,0.018765302,0.010019531,0.525966731,0.173348538,,0.152542302,0.334621488,0.029577535,0.01028828,0.520460961,0.159476813,,0.15385367,0.301727861,0.033054499,0.013613585,0.616023278,0.205980121
MMP15,0.203332259,0.92019089,0.051929736,0.037367041,0.360253663,0.408131331,,0.174710308,0.961535232,0.04166712,0.031759771,0.374544874,0.382632623,,0.184751015,0.725543008,0.043767877,0.023759149,0.320077399,0.38658901
ADAMDEC1,0.096019585,0.18829322,0.038240294,0.021116406,0.319859809,0.174033324,,0.084640393,0.158005756,0.038940578,0.014208488,0.260236061,0.201512702,,0.098003124,0.159193081,0.037451725,0.019426416,0.255819896,0.198510883
MMP16,0.262401552,0.409503433,0.091650941,0.02424964,0.983944639,0.103312963,,0.238025705,0.442549228,0.066861289,0.018114353,0.978830007,0.114792081,,0.209980956,0.312526511,0.064537783,0.020560759,0.70514839,0.097395612
ADAM23,0.259179079,0.274401747,0.041585913,0.021656907,0.667694123,0.113943567,,0.205474421,0.195053452,0.03049641,0.017998891,0.458427101,0.133383311,,0.231343469,0.191821815,0.029151259,0.015210991,0.51564093,0.150261259
MMP17,0.120414601,0.142255337,0.026713658,0.012508561,0.373013669,0.116964897,,0.073584087,0.170971692,0.019212483,0.010995196,0.311042615,0.144318184,,0.078596126,0.147010979,0.011896446,0.010087509,0.305236909,0.10195908
ADAM22,0.397545611,0.513862321,0.149976328,0.033231478,1.31451609,0.115924521,,0.260331257,0.246342862,0.07943705,0.027328988,0.864211817,0.090609699,,0.240864072,0.364446406,0.089330114,0.017097048,1.022695832,0.089766041
MMP24,0.16355106,0.422398671,0.033614653,0.015774263,0.414612172,0.270747494,,0.134362345,0.370154824,0.023232472,0.0120449,0.415466409,0.235115842,,0.114157388,0.27065703,0.027265745,0.011292379,0.360929385,0.202629363
ADAM2,0.338534562,0.831954154,0.117392148,0.03940988,0.893463627,0.214034879,,0.206537839,0.464181463,0.063859245,0.025996297,0.588162892,0.271927499,,0.23771126,0.450258207,0.092897665,0.028538596,0.54667928,0.230452129
MYO9B,0.196054261,0.287004164,0.03923211,0.017545147,0.351246612,0.16263274,,0.125307347,0.206989705,0.028833082,0.015161884,0.281049814,0.141740803,,0.132596225,0.196363575,0.032683553,0.016348333,0.302642492,0.138811673
PPP1R8,0.133538702,0.154556259,0.038817194,0.011108617,0.328224509,0.115427547,,0.140958712,0.130007434,0.037151431,0.011021058,0.370024315,0.121777556,,0.1141624,0.161562896,0.037028313,0.013840975,0.347836662,0.114192794
MYO5A,0.075004528,0.109382627,0.016255485,0.0093684,0.199692697,0.063531513,,0.106516964,0.125993048,0.029903427,0.014036303,0.337481535,0.12210749,,0.113680421,0.088234908,0.031216222,0.029486709,0.263395903,0.135879379
MYL7,0.132265855,0.321667026,0.014768759,0.004148312,0.41423584,0.134243985,,0.098054705,0.284761272,0.019719625,0.011568298,0.344389467,0.136777628,,0.121356859,0.216656247,0.015181841,0.014845418,0.336471678,0.140392269
MAPRE3,0.102565632,0.260557794,0.036097741,0.015673971,0.322389412,0.127786809,,0.205376864,0.385597685,0.060258729,0.01729276,0.598511666,0.137013899,,0.302514624,0.496646226,0.097852718,0.020973879,0.877217949,0.124366747
MYH4,0.155897191,0.534311183,0.007693528,0.008836511,0.290769247,0.094185685,,0.110618957,0.47491021,0.006657905,0.015610737,0.33649908,0.113681768,,0.1375093,0.525095451,0.012288984,0.010885016,0.23300187,0.098448292
MCF2,0.180888329,0.30809629,0.050335222,0.030864814,0.632312978,0.167602553,,0.192308736,0.314659687,0.040971487,0.02643602,0.586949132,0.171993382,,114.0789474,200.1282895,31.56743421,12.36430921,425.9210526,60.79605263
MYH3,0.147123212,0.183459628,0.02768024,0.014583602,0.581166993,0.117136474,,0.177808655,0.169548512,0.015447505,0.013042193,0.553676301,0.136328714,,0.188223532,0.26418132,0.029937211,0.017323326,0.74896478,0.123061824
NF1,0.244397145,0.380810754,0.043483776,0.029656358,0.689203049,0.1482536,,0.147274342,0.275723058,0.025279224,0.018997241,0.694412038,0.192433717,,0.276793868,0.393383704,0.049224988,0.031652488,0.766742886,0.134957428
DNCH1,0.126599883,0.322102263,0.035151906,0.012941874,0.578797202,0.118500391,,0.088423591,0.286626448,0.041685169,0.013650992,0.475188743,0.086820528,,0.095131861,0.287501365,0.058546086,0.016116321,0.48769235,0.127444133
OAZ2,0.077755552,0.121052179,0.024495837,0.018654846,0.314255672,0.218714449,,0.073262176,0.154171412,0.038823845,0.011889521,0.346210275,0.212548186,,0.121847355,0.198741411,0.054513439,0.029028538,0.41371249,0.211677129
TCTEL1,0.132274938,0.135193433,0.040902547,0.02691725,0.404164662,0.088930248,,0.083951726,0.101214903,0.027024211,0.025209131,0.45938883,0.111715625,,0.112258688,0.132994058,0.04294345,0.034589121,0.449426172,0.11251311
OAZ3,0.153786425,0.246432518,0.021417618,0.029792036,0.355491524,0.113998101,,0.128555706,0.323790186,0.020705806,0.028153026,0.315951843,0.14969492,,0.275762154,0.386967144,0.047040886,0.02889643,0.633063443,0.1501759
KNS2,0.106391899,0.202635204,0.011299094,0.017649727,0.366385446,0.182452415,,0.07038215,0.256165248,0.007573951,0.00973389,0.325205403,0.204082386,,0.105855591,0.20362971,0.011007155,0.013664695,0.30949592,0.229913075
OPHN1,0.442332058,0.380999442,0.122691576,0.016649335,1.319757686,0.167526841,,0.173759388,0.155595909,0.042826201,0.013472643,0.633178954,0.118358132,,0.312196259,0.208289921,0.079023113,0.015950534,0.912241473,0.127385212
KLC2L,0.542250729,0.954811732,0.30885452,0.033895389,1.768458107,0.12335095,,0.177042557,0.286185755,0.09397308,0.018446558,0.630962106,0.100365199,,0.309778019,0.449859997,0.119820817,0.026136276,1.081701309,0.124113612
